序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
4931,新北市樹林區,和平里,中華路8號,121.422804,24.983502,樹林高級中學,樹東、大同、和平、彭厝、彭福、樹北、彭興,1404,"震災,土石流,海嘯",總務主任林浩吉,86852011#2112,是,是,否
4937,臺北市文山區,,臺北市文山區指南路3段2巷14號,121.5783,24.9849,北政國中,試院、華興、明義、明興、木柵、木新、順興、忠順、樟林、樟腳、樟樹、樟新、樟文、萬興、政大、指南、老泉里,20,"水災,震災",陳友城,29393651#51,是,否,否
4944,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國小,樹南、樹人、坡內、東昇、育英、樹興,135,"水災,震災,土石流,海嘯",事務組長 杜炳倫,26832112#303,是,是,否
4945,新北市樹林區,樹南里,復興路395號,121.415677,24.986051,育林國中,樹南、樹人、坡內、東昇、育林、樹興,574,"水災,震災,土石流,海嘯",事務組長潘怡娟,26841160#122,是,是,否
4948,桃園市桃園區,中山里,中平路118號,121.2928,24.9867,中山、中平、中原、中泰、中聖五里聯合集會所,中山、中原、中平、中聖、中泰、中路,339,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
4951,桃園市桃園區,建國里,建成街88號一、二樓,121.3155,24.987,建國、雲林里聯合集會所建國公園管理中心,建國、雲林,191,"水災,震災,土石流",卓維順,3348058#1109,是,是,否
4952,桃園市桃園區,,桃園市泰昌三街、宏昌七街口,121.2931,24.9871,市二簡易公園,本市中路區各里,250,"水災,震災,土石流",林義順,3354757,否,是,否
4953,新北市板橋區,堂春里,金門街289號,121.4309,24.9873,溪洲國小,溪洲、溪福、堂春、成和、溪北、崑崙,1021,"震災,土石流,海嘯",謝瀚頡組長,2686770551,是,是,否
4959,桃園市桃園區,,桃園市國強七街、國豐二街口,121.2782,24.9882,龍岡公園,本市中路區各里,400,"水災,震災,土石流",林義順,3354757,否,是,否
4962,桃園市桃園區,,桃園市桃鶯路、大林路口,121.3173,24.9888,建國公園,本市大樹林區各里,1400,"水災,震災,土石流",林義順,3354757,否,是,否
4971,臺北市文山區,,臺北市木柵路3段220號10樓,121.5701,24.9896,行政中心大禮堂,木新里、老泉里,60,"水災,震災",周如倩,29365522#324,是,否,否
4972,新北市板橋區,溪北里,篤行路二段132號,121.4305,24.9897,沙崙國小,溪北、崑崙、成和、堂春、溪福、溪洲,1692,震災,王亭雅組長,26812764832,是,是,否
4978,新北市樹林區,樹西里,育英街176號,121.418101,24.99003,樹林國小,保安、潭底、樹德、樹西、樹人、坡內、樹興、樹福、文林、育林,304,"水災,震災,土石流,海嘯",事務組長黃奎瑋,26812014轉832,是,是,否
4983,新北市板橋區,華德里,四川路二段245巷60號,121.4528,24.9917,信義國小,華德、信義、華東,1024,震災,郭逸涵組長,89667817122,是,是,否
4989,桃園市桃園區,文昌里,民族路110號三、四樓,121.3091,24.9926,市中心區聯合里集會所文明、文昌、文化、南華里,文昌、文化、長美、南華,129,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
4991,桃園市桃園區,文昌里,民權路24號7樓,121.3105,24.9934,長青學苑,武陵、文明、西湖、永興,42,"水災,震災,土石流",林宜蓁,3361367,是,否,否
4994,臺北市文山區,,文山區景福街225號,121.5387,24.9941,溪口國小,景慶里、景仁里,90,"水災,震災",劉家森,29350955＃715,是,否,是
4997,新北市板橋區,五權里,廣和街31號,121.4624,24.9945,重慶國小,五權、廣福、和平、重慶、大豐、仁愛、華德,2135,"水災,震災,土石流,海嘯",方素英組長,29565592305,是,是,否
4999,桃園市龜山區,大同里,大同路23號,121.341548,24.994986,壽山高級中學,龜山里,796,"水災,震災,土石流,海嘯",陳瑋哲,3501778#511,是,否,是
5001,臺北市文山區,,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,景華公園,全區,1350,震災,高奕翔,2788-4255,否,是,是
5002,新北市永和區,智光里,永和區智光里中正路100號,121.5143,24.9957,智光商工,智光里、潭墘里、潭安里、民族里、民本里,722,"震災,土石流,海嘯",張傳奇,29432491#220,是,是,否
5008,臺北市文山區,興得里,興隆路三段222號,121.5443,24.9962,臺北市文山運動中心,全區,189,震災,劉宜庭,2570-2330轉6423,是,否,否
5010,桃園市龜山區,大同里,自強東路269號,121.345413,24.997386,自強國小,大同里,700,"水災,震災,土石流,海嘯",陳光華,3590758#51,是,否,是
5011,桃園市桃園區,三民里,中山東路128號,121.3207,24.9976,三民里集會所,三民、萬壽,36,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5012,新北市樹林區,潭底里,千歲街59號,121.426072,24.997757,文林國小,圳安、保安、潭底、圳福、文林、圳民,1151,"震災,土石流",事務組長安臺興,26812625轉841,是,是,否
5013,桃園市龜山區,龜山里,自強西路66號,121.338533,24.997776,龜山國中,龜山里,100,"水災,震災,土石流,海嘯",陳怡真,3205681#512,是,否,是
5014,桃園市桃園區,朝陽里,朝陽街63號,121.3129,24.9978,北門、朝陽二里聯合活動中心,北門、朝陽、民生、中和,69,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5015,新北市永和區,民族里,永和區民族里民權路60號,121.5199,24.998,民權市民活動中心,民治里、永元里、永安里、民族里、民權里、潭墘里、潭安里、民本里、智光里、民生里、秀得里、民富里、秀元里,125,"水災,震災,土石流,海嘯",王晨燁,29282828#111,是,否,否
5016,桃園市桃園區,青溪里,鎮撫街41號,121.3145,24.9981,青溪、成功、東門里集會所,青溪、成功、東門、東山,88,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5017,新北市板橋區,重慶里,國慶路221號,121.4632,24.9982,重慶國中,鄉雲、廣德、大豐、仁愛、重慶、和平、廣福、五權、華德、信義、華東,2826,"水災,震災,土石流,海嘯",陳冠樺組長,29543001504,是,是,否
5020,新北市深坑區,阿柔里,阿柔里阿柔洋62號,121.6072,24.9983,阿柔市民活動中心,阿柔、昇高、萬順里,57,"震災,土石流,海嘯",羅定國林進發,2.66E+15,是,否,是
5021,新北市板橋區,崑崙里,大觀路三段50巷30號,121.4313,24.9984,溪崑國中,崑崙、成和、溪北、溪洲、溪福、堂春,785,"水災,震災",彭素櫻組長,26869729383,是,是,是
5034,新北市深坑區,萬順里,萬順里北深路3段107巷26號,121.6041,25.0008,萬順市民活動中心,萬順、萬福、阿柔3里,22,"震災,土石流,海嘯",楊文得-許添丁,26622208-26621959,是,否,否
5036,桃園市桃園區,永安里,中正五街315號,121.3033,25.001,永安、長安、長德三里聯合活動中心（永康公園管理中心）,永安、長德、長安、東埔、信光,196,"水災,震災,土石流",卓維順,3348058#1109,是,是,否
5037,桃園市桃園區,,桃園市三民路、三元街、自強路口,121.3171,25.0013,三民公園、青溪公園,本市會稽區各里,2800,"水災,震災,土石流",林義順,3354757,否,是,否
5041,新北市深坑區,深坑里,深坑里文化路41號,121.6183,25.0017,深坑國中,深坑、埔新、昇高、土庫4里,304,"水災,震災,土石流,海嘯",陳春男-林玉葉,2662145510-2662145517,是,是,是
5043,臺北市文山區,萬美里,文山區萬和街1號,121.5673,25.0019,萬芳國小,萬芳里、萬美里,135,"水災,震災",何寶妍,2230-1232#31,是,否,否
5044,新北市樹林區,金寮里,保安街二段151號,121.415438,25.002028,武林國小,三多、三福、三興、圳安、潭底、?獠、光興、金寮,822,"震災,土石流,海嘯",事務組長陳寶賢,26812475轉831,是,是,否
5047,新北市板橋區,中山里,大觀路二段59巷31號,121.4477,25.0023,中山國小,中山、大安、復興、聚安、龍安、福安、浮洲、華中、僑中、大觀、歡園,1136,震災,林柏丞組長,22755313222,是,是,否
5049,新北市深坑區,深坑里,深坑里北深路2段166號,121.6147,25.0025,深坑市民活動中心,深坑、埔新、萬福里,36,"水災,震災,土石流,海嘯",張松林-張阿免,26622723-26624911,是,否,否
5054,新北市板橋區,福星里,重慶路157號,121.4627,25.0033,後埔國小,廣德、福德、仁愛、福星、大豐、華興、鄉雲、華貴、華福、華東、景星 、重慶、後埔、湳興、國泰、和平、廣福、五權、福星,703,"水災,震災",林淑茹組長,29614142-50,是,是,否
5056,新北市永和區,潭墘里,永和區潭墘里秀朗路一段120號,121.517,25.0036,永和國小,潭墘里、永安里、潭安里、大新里、雙和里、安和里、水源里、店街里、永樂里、得和里、民治里、民權里、保平里、福和里,1329,"水災,震災,土石流,海嘯",賀仲民,29214615#401,是,是,否
5061,新北市深坑區,萬福里,萬福里北深路3段152號,121.6047,25.0044,東南科技大學,萬順、萬福、深坑,916,"水災,震災,土石流,海嘯",王辰祉-黃志衡,86625802-86625802-86625800夜,是,是,是
5062,桃園市中壢區,青埔里,青埔六街與青埔十一街,121.216768,25.004761,兒六兒童遊樂場,青埔里,408,震災,市府養工處,3396122#1,否,是,否
5063,新北市板橋區,福星里,成都街30號,121.4616,25.0048,忠孝國中,華貴、華興、華福、景星、留侯、流芳、赤松、黃石、挹秀、湳興、新興、福星、廣德、後埔、華福、鄉雲、華東,191,"水災,震災,土石流,海嘯",黃莉晴組長,29631350232,是,是,否
5066,新北市深坑區,昇高里,昇高里旺耽路25號,121.6287,25.0049,昇高市民活動中心,昇高、阿柔、賴仲3里,87,"水災,震災,土石流,海嘯",李傳震潘淑妙,2.66E+15,是,否,是
5067,新北市板橋區,國泰里,實踐路93巷51號,121.4664,25.005,實踐國小,民族、福祿、福德、國泰、後埔、福丘、景興、福星、大豐、重慶、仁愛、和平、廣福、華德,1018,"水災,土石流",黃宜寧組長,29531233142,是,是,否
5070,桃園市中壢區,洽溪里,高鐵南路二段與公園路一段,121.20791,25.00591,兒十四兒童公園,洽溪里,427,震災,市府養工處,3396122#1,否,是,否
5071,新北市新店區,塗潭里,新北市新店區直潭十街2號,121.456585,25.005939,直潭派出所,直潭里、塗潭里,75,"水災,震災,土石流",吳英同,29112281#1209,否,否,否
5073,桃園市蘆竹區,中福里,龍安街985號,121.258501,25.00618693,德林寺停車場,大竹區,150,"水災,震災",賴文龍,360-5818,否,是,是
5075,新北市樹林區,?寮里,三多路101號,121.414672,25.006414,三多國中,三多、三福、三興、圳安、?寮、光興、金寮、圳民、圳生、三龍,847,"震災,土石流,海嘯",事務組長林正忠,86881501#502,是,是,否
5076,新北市永和區,秀和里,永和區秀和里國中路111號,121.5233,25.0067,永和國中,秀和里、河濱里、永福里、福林里、永貞里、秀林里、秀朗里、秀成里、竹林里、豫溪里、光明里、民樂里,1109,"水災,震災,土石流,海嘯",劉康君,29218878#203,是,是,否
5077,桃園市觀音區,保生里,觀音鄉保生村十四鄰五號,121.07162,25.006913,保生國民小學,保生村、大潭村、武威村,100,,楊愛玲,4732054#51,否,否,否
5078,新北市永和區,永貞里,永和區永貞里福和路125巷20號,121.5216,25.0071,育才國小,永貞里、河濱里、福林里、光明里、永福里、秀成里、竹林里、秀和里,207,"水災,震災,土石流,海嘯",詹心儀,29214630#630,是,是,是
5082,新北市永和區,保安里,永和區保安里保生路25號,121.5057,25.0081,永平國小,保安里、雙和里、安和里、保順里、水源里、保平里、協和里、前溪里、和平里、大同里、中溪里,943,"震災,土石流,海嘯",郭俊尉,29259879#402,是,是,否
5083,新北市板橋區,浮洲里,大觀路一段30號,121.4493,25.0086,大觀國小,湳興、浮洲、華中、僑中、大觀、歡園,1784,"水災,震災",江勃宏組長,29603373831,是,是,否
5084,桃園市桃園區,三元里,三元街289號,121.3234,25.0087,三元、忠義里集會所,忠義、三元,122,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5086,桃園市中壢區,洽溪里,洽溪路與永興路,121.207384,25.008888,公十一公園,洽溪里,523,震災,市府養工處,3396122#1,否,是,否
5089,新北市深坑區,土庫里,土庫里北深路1段83巷8弄36號,121.6346,25.01,土庫第1市民活動中心,土庫、賴仲、昇高里,100,"水災,震災,土石流,海嘯",高太郎里長李錫鈞,2.66E+15,是,否,否
5091,新北市板橋區,深丘里,漢生東路215號,121.4709,25.0102,海山高中,海山、九如、正泰、雙玉、深丘、香丘、長安、東安、東丘、民生、福丘、福祿、民族、國泰、福壽,2122,"水災,震災",王玟婷組長,29517475#300,是,是,否
5094,新北市板橋區,黃石里,文化路一段23號,121.4582,25.0108,板橋國小,留侯、流芳、赤松、黃石、挹秀、自強、光華、湳興、民權、民安、建國、社後、金華、光榮、漢生、香雅,641,"水災,震災",黃世榮主任,29686834831,是,否,否
5095,新北市永和區,保安里,永和區保安里永平路205號,121.5086,25.0108,永平高中,豫溪里、保安里、中溪里、協和里、保平里、新生里、大同里、前溪里、和平里、下溪里、信義里、保順里、仁愛里、忠義里、後溪里,5315,"震災,土石流,海嘯",林宛蓉,2231-9670轉232,是,是,否
5096,新北市板橋區,浮洲里,僑中一街1號,121.4485,25.0112,大觀國中,湳興、浮洲、華中、僑中、大觀、歡園、大安、福安、聚安、龍安、中山、復興,1611,"水災,震災,土石流,海嘯",林鳳穎組長,22725015831,是,是,否
5098,臺北市大安區,臥龍里,辛亥路三段55號,121.5388,25.0112,臺北市大安運動中心,龍淵、臥龍里,389,震災,鄭景中,2570-2330轉6424,是,否,否
5099,新北市板橋區,黃石里,文化路一段25號,121.4591,25.0117,板橋高中,留侯、流芳、赤松、黃石、挹秀、湳興、社後、金華、自強、光華、建國、光榮、民權、民安、漢生、新興,1136,"水災,震災,土石流,海嘯",柳欽元組長,29602500430,是,是,否
5102,臺北市大安區,學府里,臺北市大安區基隆路4段41巷68弄2號,121.5429,25.0124,公館國小,學府里,50,"水災,震災",柯怡安,27351734#230,是,否,否
5104,新北市永和區,上林里,永和區上林里竹林路79號,121.5193,25.0129,網溪國小,豫溪里、中興里、竹林里、上林里、正興里、永興里、桂林里,853,"水災,震災,土石流,海嘯",林盈宏,8926-4470轉800,是,是,否
5111,新北市永和區,勵行里,永和區勵行里竹林路34號,121.5173,25.0145,竹林小學,中興里、勵行里、光復里、復興里、上林里、網溪里、正興里、永興里、桂林里、後溪里,58,"水災,震災,土石流,海嘯",陳兆玉,3233-0272,是,是,是
5113,桃園市中壢區,青埔里,領航南路4段與青昇路,121.222287,25.015014,公六公園,青埔里,456,震災,市府養工處,3396122#1,否,是,否
5116,新北市永和區,文化里,永和區文化里文化路133號,121.5116,25.0155,頂溪國小,文化里、仁愛里、永成里、忠義里、中溪里、上溪里、新生里、大同里、新?里、下溪里、信義里、後溪里,888,"震災,土石流,海嘯",廖嘉民,2921-2058#401,是,是,否
5117,新北市永和區,新?里,永和區新?里文化路172號,121.512,25.0157,及人國小,新?里、文化里、仁愛里、永成里、忠義里、河堤里、頂溪里、上溪里、新生里、下溪里、信義里,1041,"水災,震災,土石流,海嘯",陳浙雲,29212145#11,是,是,否
5119,新北市永和區,復興里,永和區復興里博愛街36號,121.5193,25.0158,金甌女中,光復里、復興里、中興里、網溪里、勵行里、上林里、桂林里、正興里、永興里,239,"水災,震災,土石流,海嘯",蘇柳村,23214765,是,是,是
5123,新北市樹林區,三福里,三福街52號,121.4059,25.016651,三多國小,三多、三福、三興、圳安、?獠、光興、金寮、圳生、三龍,807,"震災,土石流,海嘯",事務組長董俊良,26880689#145,是,是,否
5124,桃園市桃園區,同安里,新埔六街140號,121.3018,25.0167,同安里集會所,同安、慈文,61,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5125,新北市板橋區,富貴里,光環路一段7號,121.4828,25.0168,光復高中,港嘴、振義、振興、光復、埔墘、富貴、長壽、居仁、福壽、福翠、龍翠、九如、正泰、雙玉,416,土石流,黃建國組長,29582366141,是,是,否
5126,新北市永和區,頂溪里,忠孝街26巷8號,121.5153,25.0169,忠孝市民活動中心,文化里、永成里、勵行里、上溪里、河堤里、頂溪里、光復里、復興里、新?里、網溪里,85,"水災,震災,土石流,海嘯",陳威光,29249622,是,否,否
5130,新北市板橋區,歡園里,中和區中原里光環路二段1號,121.484,25.0177,光復國小,福壽、居仁、富貴、長壽、光復、埔墘、久如、正泰,855,"水災,震災,土石流",吳麥生組長,32348645661,是,是,否
5132,桃園市桃園區,,桃園市南平路、中正路,121.2977,25.0179,桃園縣多功能藝文園區,本市埔子區各里,3000,"水災,震災,土石流",余安中,3170511,否,是,否
5133,新北市板橋區,光仁里,永豐街42之8號,121.4741,25.0181,埔墘國小,介壽、埔墘、雙玉、振興、振義、廣新、玉光、光仁、西安、東丘、民生、九如、正泰、港嘴、埤墘、莊敬、華江、永安、光復,628,"水災,震災",顧琪芳組長,29616690311,是,是,否
5134,桃園市蘆竹區,中福里,上興路與大興八街交叉附近,121.262927,25.01826193,上興公園,大竹區,150,"水災,震災",王琇瑩,3226011,否,是,是
5138,新北市板橋區,新民里,文化路一段188巷56號,121.4676,25.0185,中山國中,民權、民安、新民、漢生、公館、忠誠、介壽、百壽、華江、玉光、光仁、廣新、埤墘、莊敬、雙玉、香丘、西安、幸福、海山,2280,"震災,土石流,海嘯",何秀滿組長,22508250232,是,是,否
5145,新北市板橋區,香社里,中正路325巷30號,121.4533,25.0194,國光國小,社後、香社、香雅、中正、自立、光榮、國光、港尾、港德、金華,1211,"水災,震災",陳金鶴組長,29680611702,是,是,否
5149,桃園市桃園區,新埔里,南通路65號,121.3056,25.0201,新埔里活動中心,新埔,140,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5152,桃園市桃園區,西埔里,富國路681巷19弄路口,121.2805,25.0209,西埔里活動中心,西埔,25,"水災,震災,土石流",卓維順,3348058#1109,是,否,否
5155,桃園市桃園區,春日里,至善街133號,121.3126,25.0216,春日里活動中心,春日、大興,28,"水災,震災,土石流",許美玉,3348058#1218,是,否,否
5160,臺北市萬華區,騰雲里,臺北市萬華區水源路199號,121.507,25.0221,青年公園,全區,33756,震災,呂芳金,2303-2451,否,是,是
5162,新北市板橋區,幸福里,英士路179號,121.4585,25.0225,文德國小,新翠、德翠、新海、公館、幸福、文德、新生、金華、港德、國光、漢生、港尾、忠誠、新埔、吉翠、滿翠、明翠、陽明、朝陽,1207,震災,許文浩組長,2257719363,是,是,否
5169,臺北市萬華區,福星里,西寧南路6之1號,121.4978,25.0231,臺北市萬華運動中心,福興里、萬壽里、西門里,226,震災,莊耘,2570-2330轉6429,是,否,否
5178,新北市板橋區,中正里,中正路437號,121.4542,25.024,板橋國中,新生、社後、香社、香雅、中正、自立、自強、光華、建國、光榮、國光、港尾、金華、港德、民權、宏翠、仁翠,1628,"震災,土石流",蕭麗真主任,2.97E+11,是,是,否
5185,新北市板橋區,新海里,新海路181號,121.4597,25.0249,新埔國中,新生、金華、港德、公館、幸福、文德、陽明、新埔、宏翠、仁翠、新翠、朝陽、吉翠、滿翠、明翠、德翠、新海、中正、國光、忠誠,3276,"水災,震災",吳國菁組長,22572275512,是,是,否
5186,臺北市中正區,螢雪里,中正區詔安街29號,121.5144,25.0249,螢橋國小,螢雪里、螢圃里、網溪里,63,"水災,震災",王昭傑,23054620109,是,否,否
5193,臺北市信義區,三張里,臺北市信義區松仁路226號,121.5686,25.026,吳興國小,三張里,60,土石流,吳次寶,27200226#50,是,否,否
5194,新北市板橋區,華翠里,莒光路163號,121.4736,25.0261,莒光國小,華江、華翠、莒光、忠翠、港嘴、永安、埤墘、松翠、龍翠、江翠、純翠、溪頭、聯翠、柏翠、嵐翠、文翠、青翠、溪頭、福翠、振興、雙玉、廣新、莊敬、文聖、文化、松柏、懷翠,428,"水災,震災",蘇賢龍組長,22517272109,是,是,否
5195,桃園市桃園區,汴洲里,桃園巿莊敬路1段71號,121.3038,25.0263,汴洲里老人活動中心,汴洲、新埔,178,"水災,震災,土石流",林宜蓁,3348058#1211,是,否,否
5204,新北市板橋區,文化里,松江街63號,121.4684,25.0289,江翠國中,明翠、宏翠、滿翠、朝陽、吉翠、仁翠、江翠、純翠、溪頭、聯翠、文化、華江、松翠、柏翠、龍翠、華翠、莒光、忠翠、松柏、嵐翠、文聖、懷翠、文翠、青翠、埤墘、莊敬、永安,2895,"水災,震災,土石流,海嘯",賴建男組長,22568560/2251800761,是,是,否
5209,新北市板橋區,龍翠里,文聖街86號,121.4772,25.0295,文聖國小,嵐翠、文聖、福翠、懷翠、龍翠、松柏、港嘴、松翠、柏翠、華翠、忠翠、文翠、青翠,1023,震災,楊吉文組長,22530782813,是,是,否
5212,臺北市信義區,景聯里,信義區基隆路2段99號,121.558,25.0297,三興國小,景聯里、嘉興里、景勤里,77,"水災,震災",蘇雪玲,27364687#51,是,否,否
5213,臺北市大安區,龍門里,臺北市大安區新生南路以東、信義路3段以南,121.5354,25.0301,大安森林公園,全區,47436,震災,呂芳金,2303-2451,否,是,是
5220,臺北市中正區,龍光里,中正區南海路58號,121.511,25.0309,國語實小,龍光里、龍興里、南福里,49,"水災,震災",匡秀蘭,23033555轉600,是,否,是
5221,臺北市萬華區,綠堤里,萬華區艋舺大道389號,121.4938,25.0312,大理國小,綠堤里、和平里、糖部里,84,"水災,震災",郭渝葶,23064311#1400,是,否,否
5229,新北市板橋區,柏翠里,文化路二段413號,121.4742,25.0324,江翠國小,江翠、純翠、溪頭、聯翠、松翠、柏翠、文翠、青翠、懷翠、福翠、港嘴、龍翠、華翠、忠翠、文化、松柏、文聖、嵐翠,784,"震災,土石流,海嘯",蔡瓊如組長,22526880231,是,是,否
5230,臺北市信義區,松隆里,信義區松山路654號,121.5786,25.0327,永春高中,松光、國業、廣居里,300,"水災,震災",劉育成,27272983#501,是,否,否
5232,基隆市中正區,中正里,台北市信義區信義路五段5號,121.56234,25.033152,台北世貿一館,基隆市安樂區新崙理、武崙里、中崙里、內寮里,4245,,張聞松,27255200分機2247,否,否,否
5242,臺北市信義區,三張里,松勤路100號,121.5733,25.0356,臺北市信義運動中心,三張、景新、安康、三犁、西村里,200,震災,莊耘,2570-2330轉6429,是,否,否
5249,臺北市萬華區,富福里,臺北市萬華區南寧路46號,121.5046,25.036,龍山國中,富福里,367,水災,楊炳煌,23362789#500,是,否,是
5250,臺北市信義區,安康里,信義區松仁路95巷20號,121.5711,25.0364,博愛國小,安康里,80,震災,朱榮富,23450616#400,是,否,否
5261,臺北市中正區,光復里,臺北市中正區重慶南路1段 165 號,121.513,25.0386,北一女中,光復里、黎明里、建國里,60,"水災,震災",鄭鈺樺,23820484#600,是,否,是
5265,臺北市中正區,東門里,仁愛路一段21-33號,121.5225,25.0394,財團法人臺北市東和禪寺,東門里,30,"水災,震災",釋修慧,23934598,是,否,否
5266,臺北市信義區,安康里,臺北市信義區忠孝東路5段236巷15號,121.572,25.0398,松山工農,六藝、雅祥、五常、五全、永吉、長春、四育、四維、永春、富台,50,"水災,震災",鄭才新,27226616#601,是,否,否
5267,臺北市信義區,興隆里,臺北市信義區光復南路271號,121.5578,25.0402,光復國小,西村、正和、興隆、中興、景新、新仁、興雅、敦厚、廣居、安康,40,"水災,震災",吳建億,27585076#830,是,否,是
5268,臺北市南港區,舊莊里,舊莊街一段100號,121.61735,25.040245,舊庄國小,舊莊里、中研里、九如里,92,,林思瀅,922424372,否,否,否
5269,臺北市中正區,黎明里,臺北市中正區-凱達格蘭大道3號,121.5156,25.0403,二二八和平公園,全區,7909,震災,呂芳金,2303-2451,否,是,是
5288,苗栗縣苑裡鎮,苑東里,13鄰興隆2-1號,121.533012,25.042385,苑裡鎮老人文康中心,苑東里 苑坑里 中正里 福田里,300,"水災,震災,海嘯",傅金鳳,869599,是,否,是
5293,苗栗縣苑裡鎮,客庄里,中正路10鄰1段32號鎮立游泳池旁,121.533012,25.042385,苑裡鎮立體育場,客庄里、苑南里、苑北里、中正里、房裡里,2000,震災,陳梅如,869299,否,是,否
5302,嘉義縣溪口鄉,坪頂村,中正東路103號,121.533012,25.042385,溪口國中室外,溪東村等14村,300,震災,簡淑玲校長,2691050#112,否,是,否
5313,臺北市中正區,幸福里,臺北市中正區濟南路1段71號,121.5238,25.0424,成功高中,幸福里、文北里,30,"水災,震災",鄭隆傑,23216256#231,是,否,否
5318,臺北市信義區,永春里,信義區松山路287巷5號,121.5791,25.043,永吉國小,永春里、永吉里、大道里、松光里,53,"水災,震災",宋宏毅,87858111#700,是,否,否
5322,臺北市信義區,新仁里,信義區基隆路1段156號,121.5658,25.0439,松山高中,新仁、六藝、敦厚、雅祥里,300,"水災,震災",莊明煌,27535968-268,是,否,是
5336,臺北市南港區,玉成里,臺北市南港區玉成街69號,121.5822,25.0466,臺北市南港運動中心,合成里、玉成里、萬福里,240,"水災,震災",林美如,25702330#6425,是,否,否
5343,桃園市龜山區,南美里,南上路99號,121.297367,25.047711,南美國小,南美里,60,"水災,震災,土石流,海嘯",蔡本元,3126250#512,是,否,是
5346,臺北市中山區,力行里,中山區長安東路2段141號,121.5371,25.0485,中山女中,朱園里、埤頭里、朱崙里、力行里、復華里,135,"水災,震災",陳倉翊,2507-3148#241,是,否,否
5350,臺北市松山區,中正里,松山區敦化北路2號,121.5485,25.0491,敦化國小,中正里、美仁里、敦化里,56,"水災,震災",王培成,2741-4065#130,是,否,否
5352,臺北市中山區,興亞里,中山區吉林路15號,121.5302,25.0497,長安國小,正守里、正義里、正得里、民安里、中吉里、興亞里、朱園里,300,"水災,震災",?泰安,25617600#130,是,否,否
5353,臺北市大同區,玉泉里,臺北市大同區西寧北路28號,121.5077,25.0498,玉泉公園,全區,2183,震災,林瑞清,25850192#222,否,是,是
5355,臺北市大同區,建泰里,臺北市大同區長安西路37之1號,121.5197,25.0503,建成國中,建泰里、光能里、建明里、建功里,55,"水災,震災",鄭惠文,25587042#650,是,否,否
5360,桃園市龜山區,大華里,文化七路116號,121.365307,25.050955,文華國小,大華里,50,"水災,震災,土石流,海嘯",俞國華,3279014#511,是,否,是
5370,桃園市龜山區,文化里,文化二路168號,121.370832,25.051707,大崗國中,大崗里、文化里,700,"水災,震災,土石流,海嘯",陳月枝,3280888#511,是,否,是
5375,臺北市松山區,東光里,臺北市松山區三民路5號,121.5636,25.0522,西松國小,慈祐里、東光里、吉祥里、復建里、復勢里、復源里、吉仁里,50,"水災,震災",羅文琪,27609221#203,是,否,否
5384,臺北市南港區,,南港區富康街1巷42號,121.6187,25.0541,誠正國中,三重里、新富里、中南里、中研里、舊莊里、九如里,143,"水災,震災",蔡銘坤,27828094#1500,是,否,否
5398,臺北市松山區,鵬程里,松山區健康路325巷7號,121.5671,25.0556,西松高中,鵬程里、安平里、自強里,255,"水災,震災",林成嶽,25286618#111,是,否,是
5403,基隆市中正區,中正里,臺北市南港區經貿二路1號,121.617345,25.056376,南港展覽館,基隆市中山區中和里、和慶里、德安里、協和里、文化理,7370,,張世昌,27255200分機5517,是,否,否
5415,臺北市南港區,南港里,重陽路366號,121.6092,25.0587,育成高中,南港里、東新里、東明里、重陽里、新光里、西新里,375,"水災,震災",李健輝,26530475#551,是,否,是
5421,新北市汐止區,東山里,汐平路二段76號,121.699553,25.059723,東山國小,東山里,118,"水災,震災,土石流,海嘯",涂志賢總務主任,26416170分機13,是,是,否
5427,臺北市內湖區,,內湖區新明路22號,121.5908,25.0609,潭美國小,石潭里、週美里,81,"水災,震災",吳秉儒,27917334#231,是,否,否
5434,臺北市松山區,東榮里,臺北市松山區民權國小旁,121.5575,25.0619,民權公園,全區,2786,震災,林瑞清,25850192#222,否,是,是
5438,臺北市中山區,民安里,中山北路二段44巷2號,121.5258,25.062,臺北市中山運動中心,集英里、聚葉里、聚盛里、圓山里,184,震災,紀孟祺,2570-2330轉6427,是,否,否
5477,臺北市內湖區,,內湖區康寧路3段220號,121.6111,25.0669,南湖高中,五分里、南湖里、葫洲里,300,"水災,震災",王駿騏,26308889#111,是,否,否
5479,新北市林口區,林口里,仁愛路一段2號,121.397844,25.067902,師範大學林口校區體育館,林口里,4587,"水災,海嘯",吳忠信,77148301,是,是,否
5481,新北市林口區,麗園里,文化一路一段20號,121.3703,25.0681,崇林國中,麗園、東勢里、麗林里,1312,"水災,土石流,海嘯",林煌展,26095829#130,是,是,是
